respondent_id,xyz_vaccine,seasonal_vaccine
42934,0.14,0.29
42935,0.1,0.59
42936,0.06,0.72
42937,0.13,0.79
42938,0.79,0.98
42939,0.04,0.74
42940,0.14,0.28
42942,0.77,0.88
42943,0.22,0.45
42944,0.1,0.41
42945,0.08,0.24
42946,0.09,0.6
42948,0.12,0.26
42949,0.02,0.32
42950,0.66,0.85
42951,0.62,0.85
42952,0.11,0.28
42953,0.6,0.77
42955,0.34,0.28
42956,0.1,0.5
42957,0.13,0.56
42958,0.34,0.58
42959,0.53,0.66
42960,0.17,0.64
42961,0.01,0.03
42962,0.13,0.23
42964,0.06,0.61
42965,0.83,0.92
42966,0.79,0.85
42967,0.28,0.47
42968,0.24,0.91
42969,0.01,0.03
42970,0.51,0.23
42971,0.6,0.75
42972,0.03,0.23
42974,0.08,0.22
42975,0.84,0.96
42977,0.19,0.27
42978,0.21,0.27
42979,0.24,0.72
42980,0.04,0.48
42981,0.11,0.61
42982,0.11,0.28
42984,0.21,0.28
42986,0.09,0.21
42987,0.12,0.35
42988,0.04,0.51
42989,0.02,0.03
42990,0.23,0.47
42991,0.46,0.45
42992,0.44,0.8
42993,0.09,0.08
42995,0.76,0.75
42996,0.58,0.34
42997,0.06,0.03
42998,0.4,0.24
42999,0.34,0.29
43000,0.61,0.74
43001,0.23,0.65
43002,0.05,0.2
43003,0.09,0.71
43004,0.03,0.07
43005,0.18,0.47
43006,0.72,0.94
43007,0.48,0.9
43008,0.1,0.66
43009,0.12,0.22
43010,0.25,0.87
43011,0.38,0.8
43012,0.33,0.73
43014,0.32,0.93
43015,0.51,0.83
43016,0.12,0.21
43017,0.07,0.06
43018,0.01,0.04
43019,0.06,0.2
43020,0.34,0.15
43022,0.75,0.82
43023,0.12,0.58
43025,0.02,0.27
43026,0.03,0.11
43029,0.7,0.81
43030,0.04,0.05
43032,0.12,0.57
43033,0.1,0.26
43034,0.79,0.1
43035,0.1,0.26
43036,0.65,0.9
43037,0.18,0.67
43038,0.78,0.94
43039,0.19,0.4
43040,0.8,0.79
43041,0.42,0.84
43042,0.3,0.45
43043,0.07,0.05
43044,0.12,0.35
43046,0.01,0.03
43047,0.57,0.77
43048,0.11,0.22
43049,0.07,0.06
43050,0.9,0.94
43051,0.04,0.1
43052,0.1,0.11
43053,0.12,0.64
43055,0.43,0.67
43056,0.35,0.69
43057,0.11,0.6
43059,0.34,0.4
43060,0.1,0.52
43061,0.35,0.64
43062,0.5,0.45
43063,0.1,0.83
43064,0.2,0.51
43065,0.64,0.69
43066,0.06,0.15
43067,0.15,0.63
43068,0.46,0.7
43069,0.02,0.18
43070,0.33,0.6
43071,0.09,0.49
43072,0.8,0.96
43073,0.03,0.1
43075,0.77,0.94
43076,0.16,0.47
43077,0.08,0.14
43078,0.53,0.73
43080,0.31,0.25
43081,0.1,0.39
43083,0.04,0.04
43084,0.1,0.88
43085,0.15,0.78
43086,0.02,0.06
43087,0.12,0.56
43088,0.55,0.85
43089,0.42,0.77
43090,0.1,0.65
43091,0.23,0.28
43092,0.18,0.23
43093,0.09,0.73
43094,0.26,0.68
43096,0.08,0.31
43097,0.49,0.73
43098,0.11,0.75
43099,0.1,0.35
43100,0.03,0.24
43101,0.74,0.92
43102,0.18,0.36
43103,0.13,0.26
43104,0.08,0.75
43105,0.18,0.5
43106,0.05,0.12
43107,0.19,0.95
43108,0.16,0.58
43109,0.02,0.07
43110,0.03,0.3
43111,0.1,0.53
43112,0.03,0.21
43113,0.11,0.83
43114,0.19,0.31
43115,0.09,0.21
43116,0.84,0.91
43117,0.03,0.17
43118,0.11,0.22
43119,0.34,0.94
43120,0.42,0.87
43121,0.08,0.88
43122,0.79,0.88
43123,0.11,0.32
43125,0.08,0.13
43126,0.14,0.86
43127,0.15,0.13
43128,0.13,0.72
43129,0.01,0.21
43130,0.09,0.88
43131,0.12,0.48
43132,0.06,0.29
43133,0.35,0.57
43135,0.16,0.92
43136,0.26,0.61
43137,0.09,0.7
43138,0.36,0.81
43139,0.1,0.86
43140,0.07,0.36
43141,0.76,0.89
43142,0.9,0.94
43144,0.08,0.81
43145,0.37,0.92
43148,0.43,0.87
43149,0.26,0.83
43150,0.07,0.89
43152,0.01,0.02
43153,0.39,0.91
43154,0.25,0.42
43155,0.09,0.22
43156,0.28,0.62
43158,0.08,0.27
43159,0.13,0.61
43160,0.09,0.57
43161,0.88,0.97
43162,0.22,0.64
43164,0.59,0.76
43165,0.35,0.82
43166,0.56,0.65
43167,0.12,0.68
43168,0.1,0.44
43169,0.07,0.16
43170,0.05,0.56
43171,0.14,0.36
43172,0.07,0.18
43173,0.04,0.08
43174,0.04,0.39
43175,0.2,0.85
43176,0.06,0.22
43177,0.07,0.64
43178,0.32,0.26
43179,0.02,0.33
43180,0.22,0.33
43182,0.14,0.57
43183,0.27,0.5
43184,0.1,0.07
43186,0.11,0.87
43187,0.46,0.9
43188,0.06,0.09
43189,0.11,0.34
43190,0.88,0.93
43191,0.08,0.1
43192,0.83,0.72
43193,0.13,0.22
43194,0.07,0.22
43195,0.05,0.92
43196,0.11,0.21
43197,0.83,0.94
43198,0.45,0.87
43199,0.13,0.07
43201,0.08,0.58
43202,0.03,0.77
43203,0.07,0.06
43204,0.06,0.13
43206,0.46,0.79
43207,0.11,0.03
43208,0.12,0.18
43209,0.54,0.78
43210,0.54,0.65
43211,0.18,0.71
43212,0.08,0.86
43214,0.11,0.33
43215,0.14,0.81
43216,0.26,0.23
43217,0.15,0.71
43218,0.72,0.15
43219,0.12,0.21
43220,0.12,0.19
43221,0.22,0.24
43222,0.22,0.86
43223,0.31,0.88
43224,0.05,0.68
43225,0.13,0.26
43226,0.58,0.94
43227,0.3,0.46
43228,0.08,0.67
43229,0.84,0.21
43230,0.65,0.79
43232,0.01,0.05
43233,0.19,0.16
43235,0.57,0.81
43236,0.19,0.83
43237,0.13,0.37
43238,0.18,0.85
43239,0.64,0.91
43240,0.02,0.26
43241,0.38,0.22
43243,0.03,0.77
43244,0.1,0.31
43245,0.01,0.17
43247,0.01,0.88
43248,0.21,0.77
43249,0.06,0.07
43251,0.56,0.28
43252,0.04,0.86
43253,0.29,0.6
43254,0.09,0.77
43255,0.12,0.41
43257,0.16,0.57
43258,0.05,0.56
43259,0.08,0.13
43260,0.88,0.67
43261,0.35,0.64
43262,0.03,0.25
43263,0.1,0.66
43265,0.32,0.58
43266,0.09,0.37
43267,0.08,0.66
43268,0.73,0.87
43269,0.08,0.88
43270,0.74,0.72
43271,0.33,0.67
43272,0.17,0.79
43273,0.32,0.39
43275,0.08,0.74
43276,0.28,0.68
43277,0.07,0.23
43278,0.09,0.09
43279,0.09,0.29
43280,0.18,0.08
43281,0.39,0.83
43282,0.57,0.85
43283,0.02,0.03
43284,0.29,0.2
43285,0.05,0.28
43286,0.61,0.77
43287,0.51,0.85
43288,0.14,0.79
43289,0.02,0.09
43290,0.15,0.9
43291,0.53,0.6
43292,0.35,0.31
43293,0.09,0.65
43294,0.07,0.34
43296,0.21,0.78
43297,0.18,0.51
43298,0.13,0.83
43299,0.23,0.72
43300,0.25,0.55
43301,0.05,0.26
43302,0.09,0.32
43303,0.07,0.43
43305,0.09,0.66
43306,0.01,0.41
43307,0.09,0.44
43308,0.56,0.89
43309,0.12,0.57
43310,0.36,0.41
43312,0.1,0.26
43314,0.08,0.17
43315,0.17,0.4
43316,0.74,0.96
43317,0.07,0.32
43318,0.07,0.35
43319,0.11,0.43
43320,0.63,0.87
43321,0.06,0.27
43322,0.04,0.13
43323,0.33,0.47
43324,0.02,0.06
43325,0.02,0.09
43326,0.07,0.59
43328,0.67,0.93
43329,0.39,0.8
43331,0.26,0.84
43333,0.08,0.32
43335,0.15,0.25
43337,0.19,0.2
43338,0.2,0.87
43339,0.1,0.33
43340,0.06,0.03
43341,0.08,0.45
43342,0.04,0.03
43343,0.03,0.09
43344,0.14,0.18
43345,0.06,0.02
43346,0.1,0.05
43348,0.1,0.4
43349,0.84,0.94
43350,0.92,0.69
43351,0.36,0.1
43352,0.08,0.4
43353,0.23,0.78
43354,0.09,0.22
43356,0.09,0.14
43357,0.1,0.18
43358,0.23,0.37
43359,0.57,0.19
43360,0.08,0.44
43361,0.37,0.57
43362,0.12,0.15
43365,0.01,0.58
43367,0.47,0.92
43368,0.07,0.68
43369,0.18,0.45
43370,0.77,0.95
43371,0.1,0.23
43372,0.24,0.61
43373,0.2,0.63
43374,0.13,0.46
43375,0.08,0.22
43376,0.07,0.35
43378,0.07,0.25
43380,0.02,0.16
43381,0.01,0.26
43382,0.2,0.66
43383,0.11,0.74
43384,0.19,0.85
43386,0.07,0.06
43387,0.12,0.32
43388,0.91,0.94
43389,0.1,0.63
43390,0.26,0.92
43392,0.05,0.1
43393,0.05,0.71
43394,0.03,0.45
43396,0.06,0.04
43397,0.19,0.94
43398,0.23,0.67
43399,0.15,0.36
43400,0.06,0.1
43401,0.22,0.46
43402,0.01,0.03
43403,0.07,0.19
43404,0.2,0.27
43405,0.2,0.67
43406,0.77,0.83
43407,0.88,0.95
43408,0.78,0.94
43409,0.49,0.75
43410,0.05,0.13
43412,0.12,0.47
43413,0.12,0.74
43414,0.03,0.09
43415,0.48,0.85
43417,0.25,0.51
43418,0.31,0.45
43419,0.24,0.96
43420,0.09,0.28
43422,0.07,0.21
43423,0.14,0.51
43424,0.13,0.71
43426,0.75,0.95
43428,0.93,0.93
43429,0.81,0.76
43430,0.32,0.28
43431,0.11,0.09
43432,0.43,0.57
43433,0.07,0.23
43434,0.12,0.37
43435,0.07,0.23
43436,0.77,0.58
43437,0.22,0.88
43438,0.31,0.69
43439,0.29,0.06
43440,0.18,0.27
43441,0.08,0.16
43442,0.08,0.35
43443,0.18,0.09
43444,0.1,0.22
43445,0.62,0.84
43446,0.03,0.09
43448,0.02,0.07
43449,0.01,0.22
43451,0.03,0.49
43452,0.13,0.32
43453,0.55,0.67
43454,0.1,0.22
43457,0.11,0.27
43458,0.72,0.95
43460,0.59,0.78
43461,0.19,0.09
43463,0.15,0.09
43464,0.03,0.12
43465,0.08,0.18
43466,0.3,0.24
43467,0.26,0.64
43468,0.16,0.29
43469,0.1,0.36
43470,0.35,0.38
43471,0.38,0.71
43472,0.17,0.65
43473,0.06,0.03
43474,0.01,0.09
43475,0.07,0.33
43477,0.06,0.8
43478,0.25,0.82
43479,0.25,0.72
43481,0.02,0.73
43482,0.6,0.78
43483,0.24,0.33
43484,0.01,0.89
43485,0.02,0.38
43486,0.31,0.4
43487,0.13,0.29
43488,0.54,0.8
43489,0.13,0.24
43490,0.12,0.28
43491,0.4,0.69
43492,0.14,0.49
43494,0.14,0.23
43496,0.02,0.12
43497,0.22,0.57
43498,0.18,0.57
43499,0.47,0.8
43501,0.11,0.52
43502,0.17,0.32
43503,0.11,0.27
43504,0.1,0.24
43505,0.11,0.13
43506,0.23,0.78
43507,0.07,0.14
43508,0.02,0.03
43509,0.18,0.57
43510,0.73,0.79
43511,0.08,0.18
43512,0.51,0.95
43513,0.31,0.23
43514,0.17,0.17
43515,0.08,0.17
43516,0.72,0.66
43517,0.03,0.28
43518,0.02,0.14
43519,0.06,0.14
43520,0.16,0.21
43521,0.1,0.31
43522,0.04,0.53
43523,0.08,0.86
43524,0.37,0.84
43525,0.22,0.43
43526,0.01,0.07
43527,0.1,0.77
43528,0.01,0.35
43529,0.21,0.71
43531,0.1,0.5
43532,0.03,0.07
43535,0.86,0.95
43536,0.07,0.09
43537,0.6,0.92
43538,0.15,0.48
43539,0.61,0.81
43541,0.93,0.91
43542,0.17,0.28
43543,0.15,0.52
43544,0.39,0.34
43545,0.62,0.98
43546,0.09,0.68
43547,0.07,0.45
43548,0.29,0.62
43549,0.04,0.17
43550,0.1,0.25
43551,0.09,0.45
43552,0.58,0.73
43553,0.18,0.27
43555,0.04,0.4
43556,0.41,0.64
43557,0.4,0.68
43558,0.08,0.09
43559,0.12,0.71
43560,0.18,0.73
43561,0.34,0.84
43562,0.13,0.48
43563,0.12,0.46
43564,0.01,0.36
43565,0.43,0.57
43566,0.27,0.57
43567,0.1,0.01
43568,0.28,0.58
43569,0.7,0.8
43571,0.07,0.04
43572,0.03,0.21
43573,0.04,0.16
43574,0.57,0.93
43575,0.04,0.57
43576,0.12,0.72
43577,0.05,0.33
43578,0.06,0.2
43579,0.06,0.34
43580,0.03,0.45
43581,0.43,0.72
43582,0.46,0.85
43583,0.01,0.07
43584,0.1,0.72
43585,0.07,0.29
43586,0.04,0.1
43587,0.11,0.68
43588,0.72,0.92
43590,0.22,0.58
43591,0.04,0.14
43592,0.08,0.72
43593,0.45,0.18
43594,0.02,0.1
43595,0.44,0.35
43596,0.06,0.26
43597,0.57,0.93
43598,0.45,0.62
43599,0.76,0.91
43601,0.05,0.23
43602,0.06,0.35
43603,0.02,0.03
43604,0.08,0.51
43605,0.04,0.18
43606,0.12,0.15
43607,0.05,0.14
43608,0.38,0.6
43609,0.58,0.78
43610,0.37,0.45
43611,0.69,0.91
43612,0.13,0.23
43613,0.51,0.37
43614,0.25,0.45
43615,0.34,0.42
43616,0.28,0.68
43617,0.34,0.6
43618,0.02,0.08
43619,0.71,0.87
43620,0.44,0.41
43622,0.36,0.56
43623,0.16,0.27
43624,0.12,0.16
43625,0.32,0.62
43626,0.06,0.11
43627,0.01,0.05
43628,0.4,0.58
43629,0.01,0.05
43630,0.07,0.33
43631,0.32,0.33
43632,0.17,0.48
43633,0.21,0.41
43634,0.38,0.78
43635,0.79,0.94
43637,0.52,0.46
43638,0.2,0.6
43639,0.38,0.17
43640,0.14,0.55
43641,0.08,0.88
43642,0.07,0.32
43643,0.04,0.28
43644,0.18,0.4
43645,0.08,0.76
43646,0.02,0.22
43648,0.4,0.52
43649,0.51,0.29
43650,0.11,0.53
43651,0.79,0.97
43652,0.08,0.72
43653,0.79,0.8
43654,0.26,0.53
43655,0.05,0.61
43656,0.16,0.28
43657,0.11,0.17
43658,0.04,0.71
43659,0.02,0.87
43661,0.35,0.9
43662,0.8,0.89
43663,0.1,0.7
43664,0.74,0.88
43665,0.06,0.13
43666,0.07,0.22
43667,0.08,0.53
43668,0.68,0.6
43669,0.15,0.22
43670,0.41,0.27
43671,0.06,0.4
43673,0.13,0.63
43674,0.04,0.4
43675,0.03,0.04
43676,0.26,0.12
43677,0.05,0.03
43679,0.08,0.5
43680,0.19,0.39
43682,0.11,0.26
43683,0.04,0.56
43684,0.62,0.87
43686,0.47,0.89
43687,0.13,0.67
43688,0.15,0.62
43689,0.02,0.07
43690,0.08,0.52
43691,0.15,0.7
43692,0.11,0.9
43693,0.52,0.65
43694,0.08,0.26
43695,0.47,0.88
43697,0.05,0.4
43698,0.08,0.04
43699,0.07,0.13
43700,0.4,0.74
43701,0.3,0.64
43702,0.07,0.13
43705,0.11,0.79
43707,0.06,0.96
43709,0.4,0.57
43710,0.09,0.89
43711,0.13,0.83
43712,0.43,0.55
43713,0.07,0.17
43714,0.09,0.28
43715,0.1,0.63
43716,0.21,0.88
43717,0.11,0.19
43718,0.04,0.03
43720,0.29,0.76
43721,0.26,0.69
43722,0.14,0.54
43723,0.38,0.59
43725,0.09,0.17
43726,0.33,0.62
43727,0.14,0.09
43728,0.12,0.37
43729,0.8,0.89
43730,0.1,0.61
43731,0.79,0.65
43732,0.04,0.4
43733,0.05,0.51
43734,0.13,0.54
43735,0.05,0.77
43736,0.09,0.88
43737,0.19,0.06
43738,0.65,0.71
43740,0.19,0.95
43741,0.01,0.31
43742,0.19,0.31
43743,0.41,0.88
43744,0.2,0.25
43745,0.84,0.94
43746,0.17,0.86
43747,0.12,0.3
43748,0.11,0.59
43749,0.32,0.35
43750,0.24,0.1
43751,0.63,0.96
43752,0.21,0.48
43753,0.08,0.2
43754,0.39,0.47
43755,0.12,0.31
43756,0.04,0.1
43757,0.07,0.35
43758,0.1,0.3
43761,0.56,0.88
43762,0.08,0.05
43763,0.8,0.89
43764,0.04,0.61
43765,0.19,0.89
43766,0.04,0.03
43767,0.33,0.69
43768,0.11,0.32
43770,0.6,0.95
43771,0.46,0.92
43772,0.02,0.06
43773,0.06,0.18
43774,0.1,0.79
43775,0.15,0.53
43776,0.12,0.4
43777,0.1,0.26
43778,0.22,0.55
43779,0.46,0.86
43781,0.01,0.25
43782,0.18,0.61
43783,0.33,0.17
43784,0.09,0.14
43785,0.35,0.72
43786,0.53,0.9
43787,0.78,0.93
43788,0.47,0.63
43789,0.13,0.5
43790,0.08,0.18
43791,0.07,0.19
43792,0.15,0.47
43793,0.05,0.03
43794,0.24,0.15
43795,0.06,0.16
43796,0.59,0.91
43797,0.13,0.35
43798,0.22,0.71
43799,0.37,0.29
43800,0.1,0.22
43801,0.02,0.32
43802,0.13,0.21
43803,0.03,0.17
43804,0.27,0.35
43805,0.36,0.93
43807,0.69,0.46
43808,0.11,0.03
43809,0.08,0.14
43810,0.1,0.22
43811,0.37,0.86
43812,0.11,0.1
43813,0.74,0.91
43814,0.19,0.68
43815,0.17,0.72
43816,0.19,0.6
43817,0.09,0.61
43818,0.02,0.19
43819,0.06,0.36
43820,0.19,0.55
43821,0.05,0.22
43822,0.19,0.57
43823,0.05,0.21
43824,0.24,0.6
43825,0.02,0.77
43826,0.17,0.49
43827,0.02,0.22
43828,0.4,0.36
43829,0.02,0.03
43830,0.1,0.09
43831,0.06,0.59
43832,0.13,0.92
43835,0.42,0.74
43836,0.07,0.52
43837,0.06,0.25
43838,0.32,0.58
43839,0.02,0.27
43840,0.07,0.08
43841,0.34,0.51
43842,0.18,0.37
43843,0.25,0.14
43844,0.43,0.48
43845,0.02,0.72
43846,0.22,0.48
43847,0.12,0.94
43848,0.4,0.66
43849,0.03,0.17
43850,0.39,0.35
43851,0.05,0.44
43852,0.09,0.3
43854,0.08,0.65
43855,0.8,0.75
43856,0.2,0.52
43857,0.07,0.89
43858,0.41,0.88
43859,0.02,0.09
43861,0.77,0.19
43862,0.71,0.16
43863,0.04,0.13
43864,0.06,0.33
43865,0.76,0.58
43866,0.05,0.44
43867,0.03,0.36
43869,0.64,0.91
43870,0.31,0.2
43871,0.09,0.25
43872,0.14,0.7
43875,0.12,0.77
43876,0.17,0.11
43877,0.1,0.63
43878,0.11,0.74
43879,0.09,0.17
43880,0.07,0.42
43881,0.17,0.57
43882,0.16,0.31
43883,0.05,0.11
43884,0.73,0.83
43885,0.02,0.07
43886,0.12,0.04
43887,0.05,0.66
43888,0.08,0.06
43889,0.47,0.93
43890,0.43,0.8
43891,0.43,0.1
43892,0.23,0.62
43893,0.92,0.61
43894,0.08,0.24
43895,0.73,0.83
43896,0.2,0.57
43897,0.22,0.46
43899,0.13,0.22
43900,0.2,0.37
43901,0.04,0.18
43902,0.01,0.09
43903,0.08,0.77
43904,0.11,0.4
43906,0.13,0.64
43907,0.03,0.25
43908,0.14,0.29
43909,0.22,0.19
43910,0.27,0.63
43911,0.06,0.11
43913,0.1,0.23
43914,0.07,0.41
43915,0.53,0.71
43916,0.02,0.11
43917,0.19,0.63
43918,0.18,0.13
43919,0.15,0.35
43921,0.12,0.17
43922,0.11,0.54
43923,0.39,0.44
43924,0.28,0.87
43925,0.44,0.38
43926,0.14,0.34
43927,0.33,0.55
43928,0.32,0.45
43929,0.08,0.41
43930,0.05,0.06
43931,0.22,0.42
43932,0.39,0.88
43935,0.33,0.59
43936,0.16,0.45
43937,0.08,0.68
43938,0.07,0.13
43939,0.08,0.49
43940,0.85,0.94
43941,0.14,0.33
43942,0.02,0.23
43943,0.06,0.46
43944,0.08,0.03
43945,0.13,0.45
43947,0.28,0.79
43948,0.02,0.57
43950,0.17,0.29
43951,0.14,0.32
43952,0.71,0.96
43953,0.47,0.89
43954,0.02,0.16
43956,0.43,0.43
43957,0.16,0.4
43959,0.52,0.28
43960,0.19,0.22
43961,0.79,0.26
43962,0.09,0.94
43963,0.28,0.36
43964,0.13,0.32
43965,0.07,0.09
43966,0.38,0.5
43967,0.02,0.29
43968,0.16,0.35
43969,0.15,0.75
43970,0.06,0.14
43971,0.09,0.24
43972,0.06,0.03
43974,0.21,0.66
43975,0.33,0.53
43976,0.02,0.82
43977,0.04,0.88
43978,0.1,0.23
43979,0.1,0.22
43980,0.05,0.17
43981,0.2,0.61
43982,0.1,0.66
43983,0.22,0.39
43984,0.24,0.76
43986,0.41,0.91
43987,0.28,0.52
43988,0.08,0.66
43989,0.09,0.65
43991,0.05,0.3
43993,0.73,0.53
43995,0.08,0.17
43996,0.03,0.79
43997,0.23,0.73
43998,0.9,0.98
43999,0.09,0.7
44000,0.6,0.91
44001,0.9,0.97
44002,0.07,0.16
44003,0.04,0.73
44004,0.02,0.02
44006,0.03,0.85
44007,0.05,0.66
44008,0.08,0.17
44009,0.01,0.76
44010,0.15,0.93
44011,0.17,0.02
44012,0.18,0.77
44013,0.21,0.5
44014,0.13,0.66
44015,0.22,0.5
44017,0.06,0.28
44018,0.11,0.08
44019,0.92,0.94
44020,0.18,0.26
44021,0.41,0.81
44022,0.06,0.09
44023,0.07,0.09
44024,0.03,0.1
44025,0.1,0.07
44026,0.15,0.7
44027,0.3,0.87
44028,0.4,0.71
44029,0.01,0.56
44030,0.22,0.35
44031,0.25,0.57
44032,0.11,0.28
44033,0.1,0.59
44036,0.05,0.36
44038,0.06,0.22
44039,0.14,0.35
44040,0.9,0.94
44041,0.06,0.62
44042,0.33,0.66
44043,0.08,0.72
44044,0.04,0.13
44045,0.58,0.27
44046,0.41,0.58
44047,0.63,0.82
44048,0.91,0.96
44049,0.26,0.71
44050,0.12,0.92
44051,0.62,0.89
44052,0.16,0.73
44053,0.07,0.15
44054,0.06,0.09
44055,0.51,0.65
44056,0.04,0.92
44057,0.47,0.79
44058,0.06,0.04
44059,0.16,0.21
44060,0.38,0.76
44061,0.04,0.18
44062,0.09,0.3
44063,0.21,0.21
44064,0.3,0.25
44065,0.05,0.28
44066,0.01,0.17
44067,0.19,0.29
44068,0.2,0.41
44069,0.06,0.21
44070,0.77,0.91
44071,0.04,0.14
44072,0.56,0.58
44073,0.09,0.2
44074,0.88,0.95
44075,0.08,0.46
44076,0.18,0.07
44077,0.1,0.04
44078,0.16,0.22
44079,0.72,0.86
44080,0.57,0.87
44081,0.91,0.91
44082,0.08,0.74
44083,0.67,0.93
44084,0.11,0.24
44085,0.19,0.12
44086,0.11,0.12
44087,0.04,0.17
44088,0.11,0.32
44089,0.19,0.19
44090,0.17,0.51
44091,0.04,0.07
44092,0.05,0.42
44093,0.35,0.65
44094,0.04,0.29
44095,0.08,0.61
44096,0.01,0.03
44097,0.66,0.86
44098,0.22,0.51
44099,0.82,0.96
44101,0.07,0.65
44102,0.06,0.2
44103,0.41,0.64
44104,0.09,0.3
44105,0.05,0.2
44106,0.11,0.59
44107,0.53,0.69
44108,0.12,0.18
44109,0.12,0.22
44110,0.01,0.13
44111,0.01,0.26
44112,0.12,0.2
44113,0.17,0.8
44114,0.65,0.88
44115,0.08,0.1
44117,0.05,0.15
44118,0.09,0.21
44119,0.11,0.25
44120,0.39,0.42
44121,0.08,0.29
44122,0.08,0.32
44123,0.58,0.9
44124,0.31,0.35
44125,0.05,0.21
44127,0.08,0.32
44129,0.04,0.35
44130,0.17,0.34
44132,0.08,0.22
44134,0.21,0.41
44135,0.22,0.66
44136,0.51,0.17
44137,0.02,0.39
44138,0.09,0.57
44139,0.3,0.15
44143,0.11,0.39
44144,0.11,0.58
44145,0.69,0.87
44146,0.41,0.57
44147,0.21,0.33
44148,0.04,0.38
44149,0.04,0.08
44150,0.11,0.73
44151,0.16,0.5
44152,0.07,0.21
44153,0.05,0.19
44154,0.04,0.21
44155,0.11,0.15
44156,0.07,0.22
44157,0.04,0.21
44158,0.34,0.09
44159,0.03,0.05
44161,0.11,0.92
44162,0.8,0.7
44163,0.01,0.03
44164,0.88,0.94
44165,0.05,0.22
44166,0.07,0.17
44167,0.25,0.43
44168,0.35,0.25
44169,0.1,0.29
44170,0.11,0.43
44171,0.25,0.75
44173,0.03,0.24
44174,0.51,0.82
44175,0.01,0.03
44176,0.15,0.36
44177,0.21,0.85
44178,0.08,0.06
44179,0.54,0.56
44180,0.19,0.69
44181,0.2,0.76
44182,0.43,0.86
44183,0.6,0.81
44184,0.11,0.54
44185,0.9,0.7
44186,0.11,0.36
44187,0.31,0.64
44188,0.02,0.02
44189,0.07,0.3
44190,0.01,0.21
44191,0.04,0.24
44193,0.1,0.17
44194,0.06,0.32
44197,0.08,0.29
44198,0.1,0.85
44199,0.2,0.52
44200,0.16,0.41
44202,0.03,0.28
44203,0.18,0.42
44206,0.55,0.96
44207,0.01,0.28
44208,0.27,0.38
44209,0.07,0.29
44210,0.16,0.56
44211,0.28,0.56
44212,0.39,0.86
44213,0.22,0.4
44214,0.08,0.41
44216,0.1,0.72
44217,0.13,0.43
44218,0.05,0.34
44219,0.07,0.22
44220,0.11,0.64
44221,0.13,0.93
44222,0.16,0.56
44223,0.09,0.08
44225,0.05,0.21
44226,0.25,0.45
44227,0.13,0.08
44228,0.16,0.58
44229,0.23,0.82
44230,0.24,0.86
44231,0.06,0.52
44232,0.14,0.22
44233,0.33,0.37
44234,0.13,0.67
44235,0.01,0.54
44236,0.28,0.53
44237,0.08,0.06
44238,0.03,0.58
44239,0.14,0.21
44240,0.09,0.09
44241,0.72,0.88
44242,0.64,0.37
44243,0.06,0.1
44244,0.26,0.42
44245,0.03,0.18
44246,0.52,0.96
44247,0.05,0.05
44248,0.44,0.97
44249,0.72,0.66
44250,0.18,0.51
44252,0.18,0.53
44253,0.08,0.94
44255,0.09,0.03
44256,0.57,0.73
44257,0.37,0.62
44258,0.36,0.79
44259,0.19,0.93
44260,0.2,0.4
44261,0.05,0.2
44262,0.08,0.18
44263,0.41,0.88
44264,0.76,0.92
44265,0.07,0.22
44266,0.74,0.95
44268,0.53,0.57
44270,0.26,0.18
44271,0.36,0.48
44272,0.22,0.44
44273,0.16,0.22
44274,0.06,0.3
44276,0.51,0.9
44277,0.18,0.69
44278,0.38,0.65
44279,0.07,0.17
44280,0.13,0.39
44281,0.15,0.27
44282,0.04,0.04
44283,0.06,0.27
44284,0.13,0.34
44285,0.08,0.4
44286,0.2,0.66
44287,0.1,0.17
44288,0.25,0.05
44289,0.68,0.83
44290,0.2,0.37
44291,0.08,0.33
44292,0.13,0.91
44293,0.12,0.32
44294,0.42,0.64
44295,0.1,0.57
44296,0.1,0.8
44297,0.33,0.51
44299,0.41,0.58
44300,0.14,0.58
44301,0.42,0.33
44302,0.6,0.74
44303,0.44,0.87
44304,0.29,0.68
44306,0.68,0.88
44308,0.18,0.27
44309,0.18,0.14
44310,0.08,0.33
44311,0.24,0.32
44313,0.12,0.19
44314,0.12,0.8
44315,0.31,0.79
44316,0.36,0.37
44317,0.06,0.22
44318,0.1,0.32
44319,0.11,0.83
44321,0.58,0.61
44322,0.17,0.69
44323,0.07,0.21
44324,0.02,0.03
44325,0.04,0.87
44326,0.68,0.95
44329,0.04,0.1
44330,0.08,0.7
44331,0.08,0.88
44332,0.4,0.81
44333,0.1,0.27
44334,0.62,0.8
44335,0.24,0.53
44336,0.34,0.57
44337,0.26,0.94
44338,0.05,0.17
44339,0.07,0.33
44341,0.24,0.82
44343,0.27,0.52
44344,0.16,0.89
44345,0.07,0.41
44346,0.66,0.13
44347,0.46,0.41
44348,0.17,0.49
44349,0.45,0.82
44350,0.17,0.91
44351,0.2,0.86
44352,0.23,0.44
44353,0.55,0.77
44354,0.65,0.83
44355,0.11,0.15
44356,0.47,0.06
44357,0.04,0.13
44358,0.16,0.86
44359,0.02,0.06
44360,0.14,0.36
44362,0.07,0.29
44363,0.03,0.7
44364,0.28,0.65
44365,0.03,0.04
44366,0.57,0.84
44367,0.16,0.27
44368,0.29,0.35
44369,0.09,0.09
44371,0.5,0.75
44372,0.75,0.89
